Time_s,d1_A0100_B0100_km,d2_A0100_B0200_km,d3_A0200_B0100_km,d4_A0200_B0200_km,h1_A0100_m,h2_A0200_m,h3_B0100_m,h4_B0200_m,v1_A0100_ms,v2_A0200_ms,v3_B0100_ms,v4_B0200_ms,theta1_A0100_B0100_deg,theta2_A0100_B0200_deg,theta3_A0200_B0100_deg,theta4_A0200_B0200_deg,psi1_A0100_B0100_deg,psi2_A0100_B0200_deg,psi3_A0200_B0100_deg,psi4_A0200_B0200_deg,jammed_A0100,jammed_A0200,action_B0100,action_B0200
0.000,89.073,89.075,89.075,89.074,5940.775,5940.867,5940.763,5940.986,365.339,363.645,365.339,364.767,0.011,0.362,-0.572,-0.221,0.011,0.881,0.348,0.521,0,0,attack_maneuver,search
0.200,88.927,88.929,88.930,88.928,5941.226,5942.565,5941.213,5943.239,364.728,361.150,364.728,363.076,0.215,0.566,-1.157,-0.806,0.215,3.024,0.145,2.664,0,0,attack_maneuver,search
0.400,88.782,88.784,88.785,88.784,5941.716,5946.263,5941.703,5947.531,364.276,358.050,364.276,361.045,0.145,0.498,-1.641,-1.288,0.145,5.015,0.216,4.654,0,0,attack_maneuver,search
0.600,88.636,88.640,88.641,88.642,5942.136,5952.011,5942.123,5953.062,363.658,354.923,363.658,359.175,0.333,0.689,-2.726,-2.369,0.333,8.687,0.029,8.325,0,0,attack_maneuver,search
0.800,88.491,88.496,88.498,88.500,5942.575,5959.817,5942.562,5958.893,363.213,351.658,363.213,358.107,0.244,0.606,-3.972,-3.611,0.244,10.418,0.120,10.054,1,1,attack_maneuver,search
1.000,88.346,88.353,88.357,88.360,5942.933,5969.639,5942.920,5964.611,362.608,348.107,362.609,357.950,0.426,0.793,-5.113,-4.746,0.426,5.020,0.059,4.653,1,1,attack_maneuver,lock_on
1.200,88.201,88.209,88.216,88.221,5943.306,5981.692,5943.293,5970.205,362.184,344.426,362.184,358.070,0.325,0.697,-5.881,-5.509,0.325,2.922,0.045,2.553,1,1,attack_maneuver,lock_on
1.400,88.056,88.066,88.077,88.083,5943.597,5996.068,5943.583,5975.404,361.605,340.655,361.606,358.237,0.504,0.881,-5.482,-5.105,0.504,0.936,0.131,0.563,1,1,attack_maneuver,lock_on
1.600,87.911,87.922,87.939,87.946,5943.900,6012.744,5943.887,5979.997,361.214,337.184,361.215,357.779,0.395,0.776,-4.215,-3.834,0.395,1.463,0.018,1.086,1,1,attack_maneuver,lock_on
1.800,87.767,87.779,87.803,87.811,5944.118,6031.230,5944.105,5984.692,360.676,334.164,360.676,356.729,0.575,0.961,-2.803,-2.418,0.575,9.101,0.195,8.722,1,1,attack_maneuver,lock_on
2.000,87.623,87.636,87.667,87.677,5944.347,6051.241,5944.334,5989.938,360.334,331.643,360.334,355.710,0.459,0.851,-2.332,-1.940,0.459,8.499,0.078,8.117,1,1,attack_maneuver,lock_on
2.200,87.479,87.494,87.532,87.543,5944.490,6071.951,5944.476,5995.172,359.854,329.786,359.855,355.490,0.641,1.039,-3.841,-3.443,0.641,2.268,0.258,1.884,1,1,attack_maneuver,lock_on
2.400,87.335,87.352,87.398,87.410,5944.640,6092.233,5944.627,6000.073,359.581,328.131,359.581,355.618,0.522,0.925,-4.231,-3.828,0.522,2.769,0.136,2.383,1,1,attack_maneuver,lock_on
2.600,87.191,87.209,87.264,87.277,5944.702,6111.558,5944.688,6004.467,359.179,326.507,359.180,355.469,0.708,1.115,-4.374,-3.967,0.708,0.705,0.319,0.317,1,1,attack_maneuver,lock_on
2.800,87.047,87.067,87.129,87.144,5944.768,6129.683,5944.754,6008.400,358.994,324.991,358.995,354.685,0.585,0.997,-4.337,-3.925,0.585,6.303,0.195,5.912,1,1,attack_maneuver,lock_on
3.000,86.904,86.925,86.995,87.011,5944.671,6146.513,5944.656,6012.231,358.914,323.560,358.915,353.996,0.613,1.031,-4.186,-3.768,0.613,12.916,0.220,12.522,1,1,attack_maneuver,lock_on
3.200,86.760,86.783,86.861,86.879,5944.573,6162.014,5944.559,6015.774,358.711,322.181,358.712,353.965,0.783,1.207,-3.945,-3.521,0.783,9.760,0.387,9.364,1,1,attack_maneuver,lock_on
3.400,86.617,86.641,86.726,86.746,5944.642,6176.181,5944.627,6019.116,358.698,320.857,358.699,354.239,0.682,1.113,-3.624,-3.193,0.682,6.127,0.283,5.728,1,1,attack_maneuver,lock_on
3.600,86.473,86.499,86.592,86.613,5944.716,6189.021,5944.701,6021.956,358.509,319.589,358.510,354.536,0.860,1.298,-3.230,-2.793,0.860,4.197,0.459,3.795,1,1,attack_maneuver,lock_on
3.800,86.330,86.357,86.458,86.480,5944.839,6200.550,5944.824,6023.902,358.488,318.373,358.488,354.782,0.751,1.194,-2.743,-2.300,0.750,3.251,0.347,2.847,1,1,attack_maneuver,lock_on
4.000,86.187,86.215,86.323,86.347,5944.889,6210.789,5944.874,6024.718,358.292,317.208,358.293,354.739,0.928,1.378,-2.189,-1.740,0.928,3.328,0.522,2.922,1,1,attack_maneuver,lock_on
4.200,86.043,86.073,86.189,86.214,5944.953,6219.763,5944.938,6024.542,358.266,316.090,358.267,354.069,0.815,1.269,-1.579,-1.125,0.814,4.439,0.406,4.030,1,1,attack_maneuver,lock_on
4.400,85.900,85.931,86.055,86.081,5944.929,6227.545,5944.913,6024.274,358.071,314.795,358.072,353.738,0.994,1.455,-0.813,-0.354,0.994,10.541,0.584,10.130,1,1,attack_maneuver,lock_on
4.600,85.757,85.790,85.921,85.948,5944.910,6234.255,5944.894,6024.578,358.048,313.521,358.049,353.741,0.877,1.344,-0.758,-0.292,0.877,9.763,0.464,9.350,1,1,attack_maneuver,lock_on
4.800,85.614,85.648,85.787,85.816,5944.799,6239.707,5944.782,6024.715,357.856,312.459,357.857,353.832,1.060,1.533,-0.634,-0.162,1.060,6.279,0.645,5.864,1,1,attack_maneuver,lock_on
5.000,85.471,85.506,85.653,85.683,5944.690,6243.921,5944.674,6023.850,357.837,311.449,357.838,353.751,0.940,1.420,-0.292,0.187,0.940,6.394,0.523,5.977,1,1,formation_maintain,lock_on
5.200,85.327,85.365,85.519,85.551,5944.488,6246.967,5944.471,6022.274,357.650,310.278,357.651,353.370,1.127,1.613,0.312,0.797,1.127,6.881,0.709,6.462,1,1,formation_maintain,lock_on
5.400,85.184,85.223,85.386,85.419,5944.286,6248.993,5944.269,6020.548,357.635,309.134,357.636,352.507,1.005,1.497,0.291,0.783,1.005,7.138,0.585,6.717,1,1,formation_maintain,lock_on
5.600,85.041,85.082,85.253,85.288,5943.917,6249.790,5943.900,6019.605,357.676,308.238,357.677,351.957,1.037,1.535,0.425,0.923,1.036,7.573,0.615,7.151,1,1,formation_maintain,lock_on
5.800,84.898,84.941,85.120,85.156,5943.544,6249.406,5943.527,6019.610,357.540,307.155,357.541,351.802,1.213,1.717,0.895,1.399,1.212,7.466,0.790,7.043,1,1,formation_maintain,lock_on
6.000,84.755,84.800,84.987,85.025,5943.335,6248.017,5943.317,6019.337,357.548,306.103,357.549,350.953,1.112,1.623,0.782,1.292,1.111,7.558,0.687,7.133,1,1,formation_maintain,search
6.200,84.612,84.659,84.854,84.895,5943.128,6245.401,5943.110,6019.197,357.375,305.329,357.376,350.638,1.292,1.809,0.863,1.379,1.292,6.673,0.866,6.247,1,1,formation_maintain,search
6.400,84.469,84.518,84.722,84.764,5942.969,6241.589,5942.951,6019.440,357.369,304.371,357.370,349.887,1.182,1.705,1.306,1.827,1.182,7.042,0.755,6.614,1,1,formation_maintain,search
6.600,84.327,84.377,84.590,84.634,5942.736,6236.770,5942.718,6019.925,357.189,303.442,357.190,349.392,1.363,1.892,1.154,1.681,1.363,7.418,0.935,6.989,1,1,formation_maintain,search
6.800,84.184,84.236,84.458,84.505,5942.514,6230.713,5942.496,6020.837,357.178,302.805,357.180,349.238,1.250,1.784,1.207,1.739,1.249,6.757,0.821,6.327,1,1,formation_maintain,search
7.000,84.041,84.096,84.327,84.375,5942.203,6223.447,5942.185,6022.239,356.999,301.977,357.001,349.002,1.433,1.973,1.644,2.182,1.433,7.321,1.003,6.890,1,1,formation_maintain,search
7.200,83.898,83.955,84.196,84.246,5941.896,6215.171,5941.877,6023.270,356.991,301.179,356.992,348.730,1.317,1.862,1.462,2.005,1.316,7.115,0.885,6.682,1,1,formation_maintain,search
7.400,83.755,83.815,84.065,84.118,5941.494,6205.646,5941.476,6023.313,356.815,300.677,356.817,348.292,1.504,2.054,1.490,2.039,1.503,7.325,1.071,6.892,1,1,formation_maintain,search
7.600,83.613,83.674,83.934,83.989,5941.095,6194.903,5941.076,6022.867,356.811,299.980,356.812,348.344,1.384,1.940,1.923,2.477,1.383,7.305,0.951,6.871,1,1,formation_maintain,search
