Time_s,x3_B0100_m,y3_B0100_m,z3_B0100_m,x4_B0200_m,y4_B0200_m,z4_B0200_m,d1_A0100_B0100_km,d2_A0100_B0200_km,d3_A0200_B0100_km,d4_A0200_B0200_km,h1_A0100_m,h2_A0200_m,h3_B0100_m,h4_B0200_m,v1_A0100_ms,v2_A0200_ms,v3_B0100_ms,v4_B0200_ms,theta1_A0100_B0100_deg,theta2_A0100_B0200_deg,theta3_A0200_B0100_deg,theta4_A0200_B0200_deg,psi1_A0100_B0100_deg,psi2_A0100_B0200_deg,psi3_A0200_B0100_deg,psi4_A0200_B0200_deg,jammed_A0100,jammed_A0200,action_B0100,action_B0200
0.200,44574.449,-0.003,7844.533,44574.491,545.159,7844.509,89.146,89.148,89.148,89.146,7844.545,7844.521,7844.533,7844.509,250.199,250.199,250.199,250.199,-0.086,0.264,-0.445,-0.095,0.086,0.264,0.445,0.095,0,0,search,formation_maintain
0.400,44524.456,-0.024,7844.609,44524.497,545.146,7844.585,89.046,89.048,89.048,89.046,7844.622,7844.597,7844.609,7844.585,249.624,249.624,249.625,249.625,0.138,0.489,-0.222,0.129,0.138,0.489,0.222,0.129,0,0,search,formation_maintain
0.600,44474.572,-0.047,7844.846,44474.614,545.130,7844.822,88.946,88.948,88.948,88.946,7844.858,7844.834,7844.846,7844.822,249.300,249.300,249.300,249.300,0.068,0.420,-0.291,0.060,0.068,0.420,0.291,0.060,0,0,lock_on,formation_maintain
0.800,44424.768,-0.090,7845.208,44424.809,545.095,7845.184,88.847,88.849,88.849,88.847,7845.221,7845.197,7845.208,7845.184,248.662,248.662,248.662,248.662,0.220,0.571,-0.141,0.211,0.220,0.571,0.141,0.211,0,0,lock_on,attack_maneuver
1.000,44375.122,-0.121,7845.930,44375.163,545.071,7845.906,88.748,88.749,88.749,88.748,7845.943,7845.919,7845.930,7845.906,247.901,247.901,247.902,247.902,0.014,0.366,-0.347,0.005,0.014,0.365,0.347,0.005,1,1,lock_on,attack_maneuver
1.200,44325.590,-0.163,7846.661,44325.632,545.037,7846.637,88.648,88.650,88.650,88.648,7846.674,7846.649,7846.661,7846.637,247.483,247.483,247.483,247.483,-0.207,0.145,-0.568,-0.216,0.207,0.145,0.569,0.216,1,1,lock_on,attack_maneuver
1.400,44276.151,-0.232,7847.161,44276.192,544.975,7847.137,88.550,88.551,88.551,88.550,7847.174,7847.150,7847.161,7847.137,246.830,246.830,246.830,246.830,0.225,0.578,-0.136,0.217,0.225,0.578,0.136,0.217,1,1,lock_on,attack_maneuver
1.600,44226.872,-0.309,7847.539,44226.913,544.906,7847.516,88.451,88.453,88.453,88.451,7847.553,7847.528,7847.539,7847.516,246.027,246.027,246.027,246.027,0.527,0.880,0.165,0.518,0.527,0.880,0.165,0.518,1,1,lock_on,attack_maneuver
1.800,44177.656,-0.366,7847.812,44177.698,544.857,7847.789,88.353,88.354,88.354,88.353,7847.826,7847.802,7847.812,7847.789,246.252,246.252,246.253,246.253,0.390,0.743,0.027,0.381,0.390,0.743,0.027,0.381,1,1,lock_on,attack_maneuver
2.000,44128.423,-0.420,7847.933,44128.465,544.810,7847.909,88.254,88.256,88.256,88.254,7847.946,7847.922,7847.933,7847.909,246.023,246.023,246.023,246.023,0.267,0.621,-0.096,0.258,0.267,0.621,0.096,0.258,1,1,lock_on,attack_maneuver
2.200,44079.263,-0.487,7848.093,44079.304,544.751,7848.070,88.156,88.158,88.158,88.156,7848.107,7848.083,7848.093,7848.070,245.517,245.517,245.518,245.518,0.494,0.849,0.131,0.486,0.494,0.849,0.131,0.486,1,1,lock_on,attack_maneuver
2.400,44030.221,-0.560,7848.525,44030.263,544.685,7848.502,88.058,88.059,88.059,88.058,7848.539,7848.515,7848.525,7848.502,245.001,245.001,245.002,245.002,0.378,0.733,0.015,0.370,0.378,0.733,0.015,0.369,1,1,lock_on,attack_maneuver
2.600,43981.263,-0.658,7849.158,43981.304,544.595,7849.134,87.960,87.962,87.962,87.960,7849.172,7849.147,7849.158,7849.134,244.553,244.553,244.553,244.553,0.422,0.777,0.058,0.413,0.422,0.777,0.058,0.413,1,1,lock_on,attack_maneuver
2.800,43932.429,-0.761,7850.247,43932.470,544.499,7850.224,87.862,87.864,87.864,87.862,7850.261,7850.237,7850.247,7850.224,243.922,243.922,243.922,243.922,0.448,0.803,0.083,0.439,0.447,0.803,0.083,0.439,1,1,lock_on,attack_maneuver
