Time_s,d1_A0100_B0100_km,d2_A0100_B0200_km,d3_A0200_B0100_km,d4_A0200_B0200_km,h1_A0100_m,h2_A0200_m,h3_B0100_m,h4_B0200_m,v1_A0100_ms,v2_A0200_ms,v3_B0100_ms,v4_B0200_ms,theta1_A0100_B0100_deg,theta2_A0100_B0200_deg,theta3_A0200_B0100_deg,theta4_A0200_B0200_deg,psi1_A0100_B0100_deg,psi2_A0100_B0200_deg,psi3_A0200_B0100_deg,psi4_A0200_B0200_deg,jammed_A0100,jammed_A0200,action_B0100,action_B0200
0.000,89.073,89.075,89.127,89.110,5940.922,5940.167,5940.910,5940.986,365.060,365.060,365.060,364.767,0.161,0.511,-1.850,-1.500,0.161,0.881,1.850,1.131,1,1,search,search
0.200,88.928,88.930,88.981,88.964,5941.768,5941.013,5941.755,5943.239,364.391,364.391,364.392,363.076,0.198,0.549,-1.816,-1.465,0.198,3.024,1.816,1.009,1,1,lock_on,lock_on
0.400,88.782,88.784,88.836,88.819,5942.585,5941.830,5942.572,5947.529,363.921,363.921,363.921,361.047,0.054,0.407,-1.963,-1.611,0.054,4.972,1.963,2.954,1,1,lock_on,lock_on
0.600,88.636,88.640,88.690,88.674,5943.143,5942.389,5943.131,5953.027,363.514,363.514,363.515,359.501,0.068,0.424,-1.953,-1.597,0.068,6.168,1.953,4.147,1,1,lock_on,lock_on
0.800,88.491,88.496,88.545,88.530,5943.411,5942.657,5943.399,5958.875,363.121,363.121,363.121,359.345,0.117,0.477,-1.907,-1.547,0.117,2.334,1.907,0.310,1,1,lock_on,lock_on
1.000,88.346,88.352,88.400,88.386,5943.431,5942.676,5943.418,5964.540,362.746,362.746,362.746,358.729,0.150,0.514,-1.877,-1.514,0.150,2.245,1.877,0.217,1,1,lock_on,lock_on
1.200,88.201,88.208,88.255,88.242,5943.410,5942.655,5943.397,5970.429,362.445,362.445,362.446,357.460,0.135,0.503,-1.895,-1.528,0.135,10.015,1.896,7.984,1,1,lock_on,lock_on
1.400,88.056,88.065,88.110,88.099,5943.501,5942.747,5943.488,5976.689,362.175,362.175,362.175,356.308,0.097,0.470,-1.937,-1.564,0.097,8.272,1.937,6.238,1,1,lock_on,lock_on
1.600,87.911,87.922,87.965,87.956,5943.836,5943.082,5943.823,5982.860,361.609,361.609,361.609,355.892,0.301,0.680,-1.737,-1.358,0.301,1.566,1.737,0.472,1,1,lock_on,lock_on
1.800,87.767,87.780,87.821,87.813,5944.696,5943.942,5944.683,5988.822,360.918,360.918,360.918,355.641,0.321,0.706,-1.719,-1.335,0.321,6.581,1.719,4.540,1,1,lock_on,lock_on
