Time_s,Missile_ID,Launcher_ID,Type,Status,X_m,Y_m,Z_m,Velocity_m_s,Target_ID,Distance_to_Target_km
61.0,A1001,A0100,AIM-120C-7,ACTIVE,-23451.269385800253,313.56011564889315,6154.5600219564485,361.04201650112685,B0100,46.746295553551015
61.2,A1001,A0100,AIM-120C-7,ACTIVE,-23377.186814156183,314.210682595729,6155.08275584626,381.5608892298063,B0100,46.60352958741552
61.400000000000006,A1001,A0100,AIM-120C-7,ACTIVE,-23298.989472446156,314.8986683496356,6155.627263272118,402.20204558593997,B0100,46.456661904648755
61.6,A1001,A0100,AIM-120C-7,ACTIVE,-23216.653363141242,315.62514569836185,6156.1896011319905,422.9602738009017,B0100,46.30565156938361
61.800000000000004,A1001,A0100,AIM-120C-7,ACTIVE,-23130.15467095905,316.3911498247303,6156.766322272291,443.8397713890791,B0100,46.15049127895777
62.0,A1001,A0100,AIM-120C-7,ACTIVE,-23039.46920005972,317.19714306188126,6157.35715261133,464.83993302311376,B0100,45.99112227044525
62.2,A1001,A0100,AIM-120C-7,ACTIVE,-22944.572879656786,318.0435899248744,6157.961830088363,485.96010643299036,B0100,45.82752846696521
62.400000000000006,A1001,A0100,AIM-120C-7,ACTIVE,-22845.441773703253,318.9309564862191,6158.580107161104,507.1995933222233,B0100,45.65970375346023
62.6,A1001,A0100,AIM-120C-7,ACTIVE,-22742.05209055854,319.85971030504464,6159.2117549867025,528.5576428280353,B0100,45.487610431980855
62.800000000000004,A1001,A0100,AIM-120C-7,ACTIVE,-22634.38019377451,320.83032044079147,6159.856562929984,550.0334502485325,B0100,45.31124482008641
63.0,A1001,A0100,AIM-120C-7,ACTIVE,-22522.402613488903,321.8432577885671,6160.5143362175895,571.6261481433376,B0100,45.1305686714231
63.2,A1001,A0100,AIM-120C-7,ACTIVE,-22406.096059019965,322.89899513947915,6161.184890044881,593.3348089278077,B0100,44.9455767051136
63.400000000000006,A1001,A0100,AIM-120C-7,ACTIVE,-22285.437430986163,323.99800741999627,6161.868048297431,615.1584405908864,B0100,44.756229667706165
63.6,A1001,A0100,AIM-120C-7,ACTIVE,-22160.403834248486,325.1407716543317,6162.563640483255,637.0959891199016,B0100,44.562521666323
63.800000000000004,A1001,A0100,AIM-120C-7,ACTIVE,-22030.972590514124,326.3277671983656,6163.2715019357465,659.1463329616191,B0100,44.36441327365657
64.0,A1001,A0100,AIM-120C-7,ACTIVE,-21897.121251942302,327.55947565845184,6163.991471467199,681.3082853546848,B0100,44.16189878415258
64.2,A1001,A0100,AIM-120C-7,ACTIVE,-21758.827614418045,328.83638113670423,6164.723391966283,703.5805882538509,B0100,43.95493907884874
64.4,A1001,A0100,AIM-120C-7,ACTIVE,-21616.069731913583,330.1589701195755,6165.467108273949,725.9619148761866,B0100,43.74352885884977
64.60000000000001,A1001,A0100,AIM-120C-7,ACTIVE,-21468.82593047972,331.52773173927113,6166.222467945469,748.450863236635,B0100,43.5276295109069
64.8,A1001,A0100,AIM-120C-7,ACTIVE,-21317.074823390754,332.943157636673,6166.989319233015,771.0459589699099,B0100,43.3072362481785
65.0,A1001,A0100,AIM-120C-7,ACTIVE,-21160.795325898416,334.40574225652745,6167.767511812392,793.745647694505,B0100,43.08229333666229
65.2,A1001,A0100,AIM-120C-7,ACTIVE,-20999.966671729835,335.9159822912879,6168.556892433401,816.5482950159956,B0100,42.852787777587935
65.4,A1001,A0100,AIM-120C-7,ACTIVE,-20834.568427758575,337.474375962506,6169.357309381349,839.4521992615199,B0100,42.6187169595425
65.60000000000001,A1001,A0100,AIM-120C-7,ACTIVE,-20664.58050823292,339.0814229196958,6170.168618433319,862.4555798713648,B0100,42.38004690660213
65.8,A1001,A0100,AIM-120C-7,ACTIVE,-20489.983190960676,340.7376242112856,6170.990683592152,885.5565761724295,B0100,42.136777932026796
66.0,A1001,A0100,AIM-120C-7,ACTIVE,-20310.75713439099,342.443482590105,6171.823375634022,908.7532322374258,B0100,41.88887599485461
66.2,A1001,A0100,AIM-120C-7,ACTIVE,-20126.883396635785,344.1995025077972,6172.666566719661,932.043503135834,B0100,41.636340221077305
66.4,A1001,A0100,AIM-120C-7,ACTIVE,-19938.343453303092,346.00619033454376,6173.5201298455595,955.4252487346486,B0100,41.37913595214371
66.60000000000001,A1001,A0100,AIM-120C-7,ACTIVE,-19745.119216530824,347.8640542780372,6174.383936271371,978.8962391970944,B0100,41.11726216303815
66.8,A1001,A0100,AIM-120C-7,ACTIVE,-19547.193053162737,349.7736046196795,6175.257856375059,1002.4541466585894,B0100,40.850684479945635
67.0,A1001,A0100,AIM-120C-7,ACTIVE,-19344.547804421552,351.7353536016608,6176.141757679603,1026.096550312431,B0100,40.57940256077715
67.2,A1001,A0100,AIM-120C-7,ACTIVE,-19137.166804778673,353.74981569023595,6177.035505989103,1049.820927384263,B0100,40.30338282165383
67.4,A1001,A0100,AIM-120C-7,ACTIVE,-18925.033902424784,355.81750744157176,6177.938963519524,1073.6246584096468,B0100,40.02262584830859
67.60000000000001,A1001,A0100,AIM-120C-7,ACTIVE,-18708.13347894402,357.9389478118958,6178.851989956906,1097.505016547568,B0100,39.73708127334985
67.8,A1001,A0100,AIM-120C-7,ACTIVE,-18486.450471440294,360.11465760084934,6179.774437990635,1121.4591689322226,B0100,39.4467416756808
68.0,A1001,A0100,AIM-120C-7,ACTIVE,-18259.97039157777,362.34515863971694,6180.706158370278,1145.4841971758028,B0100,39.15161044518488
68.2,A1001,A0100,AIM-120C-7,ACTIVE,-18028.679343828233,364.63097364050236,6181.647006586699,1169.577080000222,B0100,38.85165977973438
68.4,A1001,A0100,AIM-120C-7,ACTIVE,-17792.56404658242,366.97262617255353,6182.596843875336,1193.7346922125164,B0100,38.54689653620351
