Time_s,x3_B0100_m,y3_B0100_m,z3_B0100_m,x4_B0200_m,y4_B0200_m,z4_B0200_m,d1_A0100_B0100_km,d2_A0100_B0200_km,d3_A0200_B0100_km,d4_A0200_B0200_km,h1_A0100_m,h2_A0200_m,h3_B0100_m,h4_B0200_m,v1_A0100_ms,v2_A0200_ms,v3_B0100_ms,v4_B0200_ms,theta1_A0100_B0100_deg,theta2_A0100_B0200_deg,theta3_A0200_B0100_deg,theta4_A0200_B0200_deg,psi1_A0100_B0100_deg,psi2_A0100_B0200_deg,psi3_A0200_B0100_deg,psi4_A0200_B0200_deg,jammed_A0100,jammed_A0200,action_B0100,action_B0200
0.000,44538.062,-0.007,5940.763,44538.081,544.999,5940.778,89.073,89.075,89.075,89.073,5940.775,5940.722,5940.763,5940.778,365.339,364.819,365.339,365.676,0.011,0.362,-0.680,-0.329,0.011,0.020,0.348,0.379,1,1,lock_on,attack_maneuver
0.200,44465.055,-0.031,5941.213,44464.962,544.881,5941.376,88.927,88.929,88.929,88.927,5941.226,5940.747,5941.213,5941.376,364.728,364.466,364.728,365.443,0.215,0.566,-0.060,0.291,0.215,1.164,0.145,1.524,1,1,lock_on,attack_maneuver
0.400,44392.160,-0.058,5941.703,44391.950,544.026,5942.824,88.782,88.783,88.784,88.782,5941.716,5939.970,5941.703,5942.824,364.276,364.058,364.276,364.779,0.145,0.496,-0.851,-0.500,0.145,3.857,0.215,4.218,1,1,lock_on,attack_maneuver
0.600,44319.366,-0.084,5942.123,44319.190,541.594,5945.322,88.636,88.638,88.638,88.636,5942.136,5939.189,5942.123,5945.322,363.658,363.491,363.658,363.686,0.333,0.683,-6.501,-6.151,0.333,6.403,0.028,6.764,1,1,lock_on,attack_maneuver
0.800,44246.685,-0.093,5942.562,44246.791,537.047,5948.402,88.491,88.492,88.493,88.491,5942.575,5939.152,5942.562,5948.402,363.213,362.056,363.213,362.346,0.244,0.592,-6.515,-6.167,0.244,9.159,0.119,9.522,1,1,lock_on,attack_maneuver
1.000,44174.102,-0.087,5942.920,44174.891,530.016,5951.661,88.346,88.348,88.348,88.347,5942.933,5940.256,5942.920,5951.661,362.608,360.330,362.609,360.856,0.426,0.770,-8.556,-8.213,0.426,11.793,0.059,12.160,1,1,lock_on,attack_maneuver
1.200,44101.628,-0.050,5943.293,44103.579,520.434,5954.766,88.201,88.204,88.204,88.204,5943.306,5943.123,5943.293,5954.766,362.184,358.814,362.184,359.382,0.325,0.663,-9.391,-9.053,0.325,14.297,0.047,14.668,1,1,lock_on,attack_maneuver
1.400,44029.248,0.013,5943.583,44032.963,508.249,5957.405,88.056,88.061,88.061,88.062,5943.597,5947.801,5943.583,5957.405,361.605,357.621,361.606,357.674,0.504,0.835,-9.208,-8.878,0.504,16.700,0.128,17.076,1,1,lock_on,attack_maneuver
1.600,43956.972,0.117,5943.887,43963.240,493.267,5959.555,87.911,87.919,87.917,87.922,5943.900,5953.207,5943.887,5959.555,361.214,357.058,361.215,355.845,0.395,0.716,-8.988,-8.666,0.395,18.895,0.013,19.277,1,1,lock_on,attack_maneuver
1.800,43884.781,0.255,5944.105,43894.535,475.530,5961.497,87.767,87.778,87.775,87.782,5944.118,5957.856,5944.105,5961.497,360.676,356.547,360.676,354.056,0.575,0.885,-8.735,-8.425,0.575,21.037,0.188,21.425,1,1,lock_on,attack_maneuver
2.000,43812.686,0.443,5944.334,43826.897,455.220,5963.518,87.623,87.638,87.632,87.644,5944.347,5961.295,5944.334,5963.518,360.334,355.756,360.334,352.565,0.459,0.757,-8.370,-8.073,0.459,23.219,0.067,23.612,1,1,lock_on,attack_maneuver
