time,agent_id,phase,distance,my_intent,enemy_intent,situation
2.0,A0100,NLT_MELD,119354.48087949453,CONSERVATIVE_CLEAR,NEUTRAL,NEUTRAL
2.0,A0200,NLT_MELD,119354.48087949453,CONSERVATIVE_CLEAR,NEUTRAL,NEUTRAL
4.0,A0100,NLT_MELD,118265.60966353072,CONSERVATIVE_CLEAR,NEUTRAL,NEUTRAL
4.0,A0200,NLT_MELD,118265.60966353072,CONSERVATIVE_CLEAR,NEUTRAL,NEUTRAL
6.0,A0100,NLT_MELD,117166.62288829239,CONSERVATIVE_CLEAR,NEUTRAL,NEUTRAL
6.0,A0200,NLT_MELD,117166.62288829239,CONSERVATIVE_CLEAR,NEUTRAL,NEUTRAL
8.0,A0100,NLT_MELD,116057.11724805526,CONSERVATIVE_CLEAR,NEUTRAL,NEUTRAL
8.0,A0200,NLT_MELD,116057.11724805526,CONSERVATIVE_CLEAR,NEUTRAL,NEUTRAL
10.0,A0100,NLT_MELD,114934.85415241415,CONSERVATIVE_CLEAR,NEUTRAL,NEUTRAL
10.0,A0200,NLT_MELD,114934.85415241415,CONSERVATIVE_CLEAR,NEUTRAL,NEUTRAL
12.0,A0100,NLT_MELD,113799.16701774123,CONSERVATIVE_CLEAR,NEUTRAL,NEUTRAL
12.0,A0200,NLT_MELD,113799.16701774123,CONSERVATIVE_CLEAR,NEUTRAL,NEUTRAL
14.0,A0100,NLT_MELD,112654.77834428046,CONSERVATIVE_CLEAR,NEUTRAL,NEUTRAL
14.0,A0200,NLT_MELD,112654.77834428046,CONSERVATIVE_CLEAR,NEUTRAL,NEUTRAL
16.0,A0100,NLT_MELD,111505.49439081519,CONSERVATIVE_CLEAR,NEUTRAL,NEUTRAL
16.0,A0200,NLT_MELD,111505.49439081519,CONSERVATIVE_CLEAR,NEUTRAL,NEUTRAL
18.0,A0100,NLT_MELD,110353.50765603436,CONSERVATIVE_CLEAR,NEUTRAL,NEUTRAL
18.0,A0200,NLT_MELD,110353.50765603436,CONSERVATIVE_CLEAR,NEUTRAL,NEUTRAL
20.0,A0100,NLT_MELD,109202.368521742,CONSERVATIVE_CLEAR,NEUTRAL,NEUTRAL
20.0,A0200,NLT_MELD,109202.368521742,CONSERVATIVE_CLEAR,NEUTRAL,NEUTRAL
22.0,A0100,NLT_MELD,108041.18805491818,CONSERVATIVE_CLEAR,NEUTRAL,NEUTRAL
22.0,A0200,NLT_MELD,108041.18805491818,CONSERVATIVE_CLEAR,NEUTRAL,NEUTRAL
24.0,A0100,NLT_MELD,106898.14170086058,CONSERVATIVE_CLEAR,NEUTRAL,NEUTRAL
24.0,A0200,NLT_MELD,106898.14170086058,CONSERVATIVE_CLEAR,NEUTRAL,NEUTRAL
26.0,A0100,NLT_MELD,105738.05432752927,CONSERVATIVE_CLEAR,NEUTRAL,NEUTRAL
26.0,A0200,NLT_MELD,105738.05432752927,CONSERVATIVE_CLEAR,NEUTRAL,NEUTRAL
28.0,A0100,NLT_MELD,104559.02721536586,CONSERVATIVE_CLEAR,NEUTRAL,NEUTRAL
28.0,A0200,NLT_MELD,104559.02721536586,CONSERVATIVE_CLEAR,NEUTRAL,NEUTRAL
30.0,A0100,NLT_MELD,103360.05255416085,CONSERVATIVE_CLEAR,NEUTRAL,NEUTRAL
30.0,A0200,NLT_MELD,103360.05255416085,CONSERVATIVE_CLEAR,NEUTRAL,NEUTRAL
32.0,A0100,NLT_MELD,102151.35407374734,CONSERVATIVE_CLEAR,NEUTRAL,NEUTRAL
32.0,A0200,NLT_MELD,102151.35407374734,CONSERVATIVE_CLEAR,NEUTRAL,NEUTRAL
34.0,A0100,NLT_MELD,100944.92263180902,CONSERVATIVE_CLEAR,NEUTRAL,NEUTRAL
34.0,A0200,NLT_MELD,100944.92263180902,CONSERVATIVE_CLEAR,NEUTRAL,NEUTRAL
36.0,A0100,MELD_MTR,99748.77916959256,CONSERVATIVE_CLEAR,NEUTRAL,NEUTRAL
36.0,A0200,MELD_MTR,99748.77916959256,CONSERVATIVE_CLEAR,NEUTRAL,NEUTRAL
38.0,A0100,MELD_MTR,98586.212442166,CONSERVATIVE_CLEAR,NEUTRAL,NEUTRAL
38.0,A0200,MELD_MTR,98586.212442166,CONSERVATIVE_CLEAR,NEUTRAL,NEUTRAL
40.0,A0100,MELD_MTR,97520.05927014993,CONSERVATIVE_CLEAR,NEUTRAL,NEUTRAL
40.0,A0200,MELD_MTR,97520.05927014993,CONSERVATIVE_CLEAR,NEUTRAL,NEUTRAL
42.0,A0100,MELD_MTR,96608.65629600732,CONSERVATIVE_CLEAR,NEUTRAL,NEUTRAL
42.0,A0200,MELD_MTR,96608.65629600732,CONSERVATIVE_CLEAR,NEUTRAL,NEUTRAL
44.0,A0100,MELD_MTR,95890.90786390335,CONSERVATIVE_CLEAR,NEUTRAL,NEUTRAL
44.0,A0200,MELD_MTR,95890.90786390335,CONSERVATIVE_CLEAR,NEUTRAL,NEUTRAL
46.0,A0100,NLT_MELD,inf,CONSERVATIVE_CLEAR,NEUTRAL,NEUTRAL
46.0,A0200,NLT_MELD,inf,CONSERVATIVE_CLEAR,NEUTRAL,NEUTRAL
48.0,A0100,NLT_MELD,inf,CONSERVATIVE_CLEAR,NEUTRAL,NEUTRAL
48.0,A0200,NLT_MELD,inf,CONSERVATIVE_CLEAR,NEUTRAL,NEUTRAL
50.0,A0100,NLT_MELD,inf,CONSERVATIVE_CLEAR,NEUTRAL,NEUTRAL
50.0,A0200,NLT_MELD,inf,CONSERVATIVE_CLEAR,NEUTRAL,NEUTRAL
52.0,A0100,NLT_MELD,inf,CONSERVATIVE_CLEAR,NEUTRAL,NEUTRAL
52.0,A0200,NLT_MELD,inf,CONSERVATIVE_CLEAR,NEUTRAL,NEUTRAL
54.0,A0100,NLT_MELD,inf,CONSERVATIVE_CLEAR,NEUTRAL,NEUTRAL
54.0,A0200,NLT_MELD,inf,CONSERVATIVE_CLEAR,NEUTRAL,NEUTRAL
56.0,A0100,NLT_MELD,inf,CONSERVATIVE_CLEAR,NEUTRAL,NEUTRAL
