time,agent_id,mode,target_id,distance,lock_quality,snr
2.0,A0100,SEARCH,B0100,119473.53835965361,0.0,10.0
2.0,A0200,SEARCH,B0100,119555.43769571898,0.0,10.0
2.0,B0100,SEARCH,A0100,119473.53835965361,0.0,10.0
2.0,B0200,SEARCH,A0100,119474.7973494966,0.0,10.0
4.0,A0100,SEARCH,B0100,118497.93905222205,0.0,10.0
4.0,A0200,SEARCH,B0100,118595.5695889835,0.0,10.0
4.0,B0100,SEARCH,A0100,118497.93905222205,0.0,10.0
4.0,B0200,SEARCH,A0100,118499.21245291586,0.0,10.0
6.0,A0100,SEARCH,B0100,117508.90949366735,0.0,10.0
6.0,A0200,SEARCH,B0100,117629.41351505363,0.0,10.0
6.0,B0100,SEARCH,A0100,117508.90949366735,0.0,10.0
6.0,B0200,SEARCH,A0100,117510.21322601862,0.0,10.0
8.0,A0100,SEARCH,B0100,116502.85817991938,0.0,10.0
8.0,A0200,SEARCH,B0100,116659.85426231592,0.0,10.0
8.0,B0100,SEARCH,A0100,116502.85817991938,0.0,10.0
8.0,B0200,SEARCH,A0100,116504.19841570391,0.0,10.0
10.0,A0100,SEARCH,B0100,115484.80547374133,0.0,10.0
10.0,A0200,SEARCH,B0100,115691.39460340685,0.0,10.0
10.0,B0100,SEARCH,A0100,115484.80547374133,0.0,10.0
10.0,B0200,SEARCH,A0100,115486.20474297531,0.0,10.0
12.0,A0100,SEARCH,B0100,114453.79962202869,0.0,10.0
12.0,A0200,SEARCH,B0100,114719.68576110412,0.0,10.0
12.0,B0100,SEARCH,A0100,114453.79962202869,0.0,10.0
12.0,B0200,SEARCH,A0100,114455.27421785785,0.0,10.0
14.0,A0100,SEARCH,B0100,113415.20292986267,0.0,10.0
14.0,A0200,SEARCH,B0100,113751.5438380633,0.0,10.0
14.0,B0100,SEARCH,A0100,113415.20292986267,0.0,10.0
14.0,B0200,SEARCH,A0100,113416.78404310074,0.0,10.0
16.0,A0100,SEARCH,B0100,112369.47935151403,0.0,10.0
16.0,A0200,SEARCH,B0100,112784.764853236,0.0,10.0
16.0,B0100,SEARCH,A0100,112369.47935151403,0.0,10.0
16.0,B0200,SEARCH,A0100,112371.19515982945,0.0,10.0
