Time_s,x3_B0100_m,y3_B0100_m,z3_B0100_m,x4_B0200_m,y4_B0200_m,z4_B0200_m,d1_A0100_B0100_km,d2_A0100_B0200_km,d3_A0200_B0100_km,d4_A0200_B0200_km,h1_A0100_m,h2_A0200_m,h3_B0100_m,h4_B0200_m,v1_A0100_ms,v2_A0200_ms,v3_B0100_ms,v4_B0200_ms,theta1_A0100_B0100_deg,theta2_A0100_B0200_deg,theta3_A0200_B0100_deg,theta4_A0200_B0200_deg,psi1_A0100_B0100_deg,psi2_A0100_B0200_deg,psi3_A0200_B0100_deg,psi4_A0200_B0200_deg,jammed_A0100,jammed_A0200,action_B0100,action_B0200
0.000,44538.062,-0.007,5940.763,44538.104,544.997,5940.739,89.073,89.075,89.075,89.074,5940.775,5940.867,5940.763,5940.739,365.339,363.645,365.339,365.339,0.011,0.362,-0.572,-0.221,0.011,0.362,0.348,0.002,1,1,lock_on,formation_maintain
0.200,44465.055,-0.031,5941.213,44465.096,544.984,5941.190,88.927,88.929,88.930,88.928,5941.226,5942.565,5941.213,5941.190,364.728,361.150,364.728,364.728,0.215,0.566,-1.157,-0.806,0.215,0.566,0.145,0.206,1,1,lock_on,formation_maintain
0.400,44392.160,-0.058,5941.703,44392.202,544.968,5941.680,88.782,88.783,88.785,88.783,5941.716,5946.263,5941.703,5941.680,364.276,358.050,364.276,364.276,0.145,0.497,-1.641,-1.289,0.145,0.497,0.216,0.136,1,1,lock_on,attack_maneuver
0.600,44319.366,-0.084,5942.123,44319.407,544.953,5942.099,88.636,88.638,88.641,88.640,5942.136,5952.011,5942.123,5942.099,363.658,354.923,363.658,363.658,0.333,0.685,-2.726,-2.373,0.333,0.685,0.029,0.323,1,1,lock_on,attack_maneuver
0.800,44246.685,-0.093,5942.562,44246.726,544.955,5942.538,88.491,88.492,88.498,88.497,5942.575,5959.817,5942.562,5942.538,363.213,351.658,363.213,363.213,0.244,0.597,-3.972,-3.619,0.244,0.597,0.120,0.233,1,1,lock_on,attack_maneuver
1.000,44174.102,-0.087,5942.920,44174.143,544.972,5942.897,88.346,88.347,88.357,88.355,5942.933,5969.639,5942.920,5942.897,362.608,348.107,362.609,362.609,0.426,0.779,-5.113,-4.760,0.426,0.779,0.059,0.413,1,1,lock_on,attack_maneuver
1.200,44101.628,-0.050,5943.293,44101.670,545.020,5943.270,88.201,88.202,88.216,88.214,5943.306,5981.692,5943.293,5943.270,362.184,344.426,362.184,362.184,0.325,0.679,-5.881,-5.527,0.325,0.679,0.045,0.309,1,1,lock_on,attack_maneuver
1.400,44029.248,0.013,5943.583,44029.289,545.094,5943.560,88.056,88.058,88.077,88.075,5943.597,5996.068,5943.583,5943.560,361.605,340.655,361.606,361.606,0.504,0.859,-5.482,-5.128,0.504,0.859,0.131,0.486,1,1,lock_on,attack_maneuver
1.600,43956.972,0.117,5943.887,43957.013,545.209,5943.863,87.911,87.913,87.939,87.937,5943.900,6012.744,5943.887,5943.863,361.214,337.184,361.215,361.215,0.395,0.750,-4.215,-3.860,0.395,0.750,0.018,0.373,1,1,lock_on,attack_maneuver
1.800,43884.781,0.255,5944.105,43884.822,545.358,5944.081,87.767,87.769,87.803,87.801,5944.118,6031.230,5944.105,5944.081,360.676,334.164,360.676,360.676,0.575,0.931,-2.803,-2.448,0.575,0.931,0.195,0.551,1,1,lock_on,attack_maneuver
2.000,43812.686,0.443,5944.334,43812.727,545.557,5944.310,87.623,87.624,87.667,87.665,5944.347,6051.241,5944.334,5944.310,360.334,331.643,360.334,360.334,0.459,0.816,-2.332,-1.975,0.459,0.816,0.078,0.434,1,1,lock_on,attack_maneuver
2.200,43740.666,0.670,5944.476,43740.707,545.795,5944.452,87.479,87.480,87.532,87.530,5944.490,6071.951,5944.476,5944.452,359.854,329.786,359.855,359.855,0.641,0.999,-3.841,-3.484,0.641,0.998,0.258,0.614,1,1,lock_on,attack_maneuver
2.400,43668.728,0.955,5944.627,43668.770,546.091,5944.603,87.335,87.337,87.398,87.396,5944.640,6092.233,5944.627,5944.603,359.581,328.131,359.581,359.581,0.522,0.880,-4.231,-3.874,0.522,0.880,0.136,0.493,1,1,lock_on,attack_maneuver
2.600,43596.851,1.284,5944.688,43596.893,546.430,5944.664,87.191,87.193,87.264,87.262,5944.702,6111.558,5944.688,5944.664,359.179,326.507,359.180,359.180,0.708,1.066,-4.374,-4.017,0.708,1.066,0.319,0.677,1,1,lock_on,attack_maneuver
2.800,43525.041,1.676,5944.754,43525.082,546.834,5944.731,87.047,87.049,87.129,87.127,5944.768,6129.683,5944.754,5944.731,358.994,324.991,358.995,358.995,0.585,0.944,-4.337,-3.978,0.585,0.944,0.195,0.553,1,1,lock_on,attack_maneuver
3.000,43453.254,2.105,5944.656,43453.296,547.274,5944.633,86.904,86.906,86.995,86.993,5944.671,6146.513,5944.656,5944.633,358.914,323.560,358.915,358.915,0.613,0.973,-4.186,-3.826,0.613,0.973,0.220,0.579,1,1,lock_on,attack_maneuver
3.200,43381.490,2.554,5944.559,43381.532,547.734,5944.535,86.760,86.762,86.861,86.859,5944.573,6162.014,5944.559,5944.535,358.711,322.181,358.712,358.712,0.783,1.143,-3.945,-3.585,0.783,1.143,0.387,0.746,1,1,lock_on,attack_maneuver
3.400,43309.755,3.032,5944.627,43309.797,548.222,5944.604,86.617,86.619,86.726,86.724,5944.642,6176.181,5944.627,5944.604,358.698,320.857,358.699,358.699,0.682,1.043,-3.624,-3.264,0.682,1.042,0.283,0.643,1,1,lock_on,attack_maneuver
3.600,43238.034,3.533,5944.701,43238.076,548.734,5944.677,86.473,86.475,86.592,86.590,5944.716,6189.021,5944.701,5944.677,358.509,319.589,358.510,358.510,0.860,1.222,-3.230,-2.869,0.860,1.221,0.459,0.820,1,1,lock_on,attack_maneuver
3.800,43166.341,4.074,5944.824,43166.383,549.286,5944.800,86.330,86.332,86.458,86.456,5944.839,6200.550,5944.824,5944.800,358.488,318.373,358.488,358.488,0.751,1.112,-2.743,-2.381,0.750,1.112,0.347,0.708,1,1,lock_on,attack_maneuver
4.000,43094.663,4.645,5944.874,43094.705,549.868,5944.850,86.187,86.188,86.323,86.321,5944.889,6210.789,5944.874,5944.850,358.292,317.208,358.293,358.293,0.928,1.291,-2.189,-1.827,0.928,1.291,0.522,0.884,1,1,lock_on,attack_maneuver
